"id_trecho_,N,10,0","vl_br,C,3","sg_uf,C,2","nm_tipo_tr,C,254","sg_tipo_tr,C,1","desc_coinc,C,254","vl_codigo,C,20","ds_local_i,C,254","ds_local_f,C,254","vl_km_inic,N,19,8","vl_km_fina,N,19,8","vl_extensa,N,19,8","ds_sup_fed,C,254","ds_obra,C,3","ul,C,254","ds_coinc,C,254","ds_tipo_ad,C,254","ds_ato_leg,C,254","est_coinc,C,254","sup_est_co,C,254","ds_jurisdi,C,254","ds_superfi,C,254","ds_legenda,C,254","sg_legenda,C,254","leg_multim,C,254","versao_snv,C,15","id_versao,N,10,0","marcador,C,254"
154534,265,MG,Eixo Principal,B,-,265BMG0400,ENTR MG-265 (P/ALPINÓPOLIS),ACESSO SUL ALPINÓPOLIS,548.6,552.5,3.9,IMP,EOP,Passos,265BMG0400,Federal,,,,Federal,N_PAV,Em obra de Pavimentação,EOP,Implantada,202507A,80,|
154535,265,MG,Eixo Principal,B,-,265BMG0410,ACESSO SUL ALPINÓPOLIS,ENTR BR-146/265,552.5,571.6,19.1,IMP,EOP,Passos,265BMG0410,Federal,,,,Federal,N_PAV,Em obra de Pavimentação,EOP,Implantada,202507A,80,|
159888,265,MG,Eixo Principal,B,Coinc,265BMG0412,ENTR BR-146/265,ACESSO NORTE BOM JESUS DA PENHA,571.6,573.7,2.1,PAV,,Passos,146BMG0210;265BMG0412,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154536,265,MG,Eixo Principal,B,Coinc,265BMG0415,ACESSO NORTE BOM JESUS DA PENHA,ENTR BR-146/265 (ACESSO OESTE BOM JESUS DA PENHA),573.7,575.8,2.1,IMP,EOP,Passos,146BMG0220;265BMG0415,Federal,,,,Federal,N_PAV,Em obra de Pavimentação,EOP,Implantada,202507A,80,|
159889,265,MG,Eixo Principal,B,-,265BMG0417,ENTR BR-146/265 (ACESSO OESTE BOM JESUS DA PENHA),ACESSO P/ JACUÍ,575.8,604.8,29,IMP,EOP,Passos,265BMG0417,Federal,,,,Federal,N_PAV,Em obra de Pavimentação,EOP,Implantada,202507A,80,|
154537,265,MG,Eixo Principal,B,-,265BMG0420,ACESSO P/ JACUÍ,ACESSO LESTE SÃO SEBASTIÃO DO PARAÍSO,604.8,632.8,28,PAV,,Passos,265BMG0420,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
159893,265,MG,Eixo Principal,B,-,265BMG0440,ACESSO LESTE SÃO SEBASTIÃO DO PARAÍSO,ENTR BR-265/491/MG-491 (SÃO SEBASTIÃO DO PARAÍSO),632.8,636.7,3.9,PAV,,Passos,265BMG0440,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154538,265,MG,Eixo Principal,B,-,265BMG0470,ENTR BR-265/491/MG-491 (SÃO SEBASTIÃO DO PARAÍSO),ACESSO ITAMOGI,636.7,648.3,11.6,PAV,,Passos,265BMG0470,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
154539,265,MG,Eixo Principal,B,-,265BMG0480,ACESSO ITAMOGI,DIV MG/SP,648.3,659.1,10.8,PAV,,Passos,265BMG0480,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
154540,265,SP,Eixo Principal,B,-,265BSP0490,DIV MG/SP,ENTR SP-338,0,16.4,16.4,PLA,,,265BSP0490,Estadual,,SP-351,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154541,265,SP,Eixo Principal,B,-,265BSP0510,ENTR SP-338,ACESSO ALTINÓPOLIS,16.4,25,8.6,PLA,,,265BSP0510,Estadual,,SP-351,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154542,265,SP,Eixo Principal,B,-,265BSP0515,ACESSO ALTINÓPOLIS,ENTR SP-334 (BATATAIS),25,52,27,PLA,,,265BSP0515,Estadual,,SP-351,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154543,265,SP,Eixo Principal,B,-,265BSP0530,ENTR SP-334 (BATATAIS),ENTR SP-328,52,77,25,PLA,,,265BSP0530,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
154544,265,SP,Eixo Principal,B,-,265BSP0545,ENTR SP-328,ENTR BR-050/265,77,83,6,PLA,,,265BSP0545,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
154545,265,SP,Eixo Principal,B,-,265BSP0550,ENTR BR-050/265,ENTR SP-322 (PITANGUEIRAS),83,125,42,PLA,,,265BSP0550,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
154546,265,SP,Eixo Principal,B,-,265BSP0570,ENTR SP-322 (PITANGUEIRAS),ENTR SP-351,125,150.7,25.7,PLA,,,265BSP0570,Estadual,,SP-322,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
154547,265,SP,Eixo Principal,B,-,265BSP0585,ENTR SP-351,ENTR BR-265/364 (BEBEDOURO),150.7,151.9,1.2,PLA,,,265BSP0585,Estadual,,SP-322,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
154548,265,SP,Eixo Principal,B,-,265BSP0590,ENTR BR-265/364 (BEBEDOURO),ENTR SP-351 (BEBEDOURO),151.9,156.3,4.4,PLA,,,265BSP0590,Estadual,,SP-322,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
154549,265,SP,Eixo Principal,B,-,265BSP0610,ENTR SP-351 (BEBEDOURO),ENTR SP-373 (P/SEVERÍNIA),156.3,192.6,36.3,PLA,,,265BSP0610,Estadual,,SP-322,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154550,265,SP,Eixo Principal,B,-,265BSP0623,ENTR SP-373 (P/SEVERÍNIA),ACESSO OLÍMPIA (I),192.6,204.1,11.5,PLA,,,265BSP0623,Estadual,,SP-322,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154551,265,SP,Eixo Principal,B,-,265BSP0625,ACESSO OLÍMPIA (I),ENTR SP-425,204.1,210.4,6.3,PLA,,,265BSP0625,Estadual,,SP-322,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154552,265,SP,Eixo Principal,B,-,265BSP0630,ENTR SP-425,ACESSO OLÍMPIA (II),210.4,211.9,1.5,PLA,,,265BSP0630,Estadual,,SP-425,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154553,265,SP,Eixo Principal,B,-,265BSP0640,ACESSO OLÍMPIA (II),INÍCIO DUPLICAÇÃO,211.9,243.5,31.6,PLA,,,265BSP0640,Estadual,,SP-425,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154554,265,SP,Eixo Principal,B,-,265BSP0650,INÍCIO DUPLICAÇÃO,ENTR BR-153/265 (SÃO JOSÉ DO RIO PRETO),243.5,259.2,15.7,PLA,,,265BSP0650,Estadual,,SP-425,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
162067,267,MS,Acesso,A,-,267AMS1005,ACESSO LESTE PORTO MURTINHO,DIQUE PORTO MURTINHO,0,4,4,PAV,,Jardim,267AMS1005,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
162068,267,MS,Acesso,A,-,267AMS1010,DIQUE PORTO MURTINHO,FRONT BRASIL/PARAGUAI (PORTO MURTINHO),4,5.8,1.8,PAV,,Jardim,267AMS1010,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154555,267,MG,Eixo Principal,B,Coinc,267BMG0010,ENTR BR-116/120/267 (LEOPOLDINA),ENTR BR-116/267,0,7.6,7.6,PAV,,Juiz de Fora,116BMG1430;267BMG0010,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
154556,267,MG,Eixo Principal,B,-,267BMG0030,ENTR BR-116/267,ENTR MG-126 (BICAS),7.6,60.7,53.1,PAV,,Juiz de Fora,267BMG0030,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154557,267,MG,Eixo Principal,B,-,267BMG0050,ENTR MG-126 (BICAS),ENTR ANTIGA ESTRADA UNIÃO E INDÚSTRIA,60.7,91.9,31.2,PAV,,Juiz de Fora,267BMG0050,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154558,267,MG,Eixo Principal,B,-,267BMG0060,ENTR ANTIGA ESTRADA UNIÃO E INDÚSTRIA,PERÍMETRO URBANO JUIZ DE FORA,91.9,97.1,5.2,PAV,,Juiz de Fora,267BMG0060,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154560,267,MG,Eixo Principal,B,-,267BMG0070,PERÍMETRO URBANO JUIZ DE FORA,ENTR BR-267/440/MG-353 (JUIZ DE FORA),97.1,102.6,5.5,PAV,,Juiz de Fora,267BMG0070,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154561,267,MG,Eixo Principal,B,-,267BMG0090,ENTR BR-267/440/MG-353 (JUIZ DE FORA),ENTR ANTIGA ESTRADA UNIÃO E INDÚSTRIA,102.6,111.5,8.9,PAV,,Juiz de Fora,267BMG0090,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154562,267,MG,Eixo Principal,B,-,267BMG0110,ENTR ANTIGA ESTRADA UNIÃO E INDÚSTRIA,ENTR BR-040/267,111.5,115.1,3.6,PAV,,Juiz de Fora,267BMG0110,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154563,267,MG,Eixo Principal,B,Coinc,267BMG0120,ENTR BR-040/267,ENTR BR-040/267,115.1,118.3,3.2,PAV,,Juiz de Fora,040BMG0590;267BMG0120,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
154564,267,MG,Eixo Principal,B,-,267BMG0130,ENTR BR-040/267,ENTR MG-135,118.3,138,19.7,PAV,,Juiz de Fora,267BMG0130,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154565,267,MG,Eixo Principal,B,-,267BMG0140,ENTR MG-135,ACESSO LIMA DUARTE,138,162.2,24.2,PAV,,Juiz de Fora,267BMG0140,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154566,267,MG,Eixo Principal,B,-,267BMG0150,ACESSO LIMA DUARTE,ENTR MG-457 (BOM JARDIM DE MINAS),162.2,213.2,51,PAV,,Juiz de Fora,267BMG0150,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154567,267,MG,Eixo Principal,B,-,267BMG0165,ENTR MG-457 (BOM JARDIM DE MINAS),ENTR BR-267/494 (ACESSO SUL ANDRELÂNDIA),213.2,216.4,3.2,PAV,,Caxambu,267BMG0165,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154568,267,MG,Eixo Principal,B,-,267BMG0168,ENTR BR-267/494 (ACESSO SUL ANDRELÂNDIA),ENTR MG-814 (P/ LIBERDADE),216.4,232.7,16.3,PAV,,Caxambu,267BMG0168,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
159919,267,MG,Eixo Principal,B,-,267BMG0172,ENTR MG-814 (P/ LIBERDADE),ACESSO P/ CARVALHOS,232.7,251.1,18.4,PAV,,Caxambu,267BMG0172,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
159918,267,MG,Eixo Principal,B,-,267BMG0175,ACESSO P/ CARVALHOS,ACESSO P/ SERITINGA,251.1,254.6,3.5,PAV,,Caxambu,267BMG0175,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
159917,267,MG,Eixo Principal,B,-,267BMG0180,ACESSO P/ SERITINGA,ACESSO P/ AIURUOCA,254.6,270.6,16,PAV,,Caxambu,267BMG0180,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154569,267,MG,Eixo Principal,B,-,267BMG0190,ACESSO P/ AIURUOCA,ENTR BR-267/354/383,270.6,291.1,20.5,PAV,,Caxambu,267BMG0190,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154570,267,MG,Eixo Principal,B,-,267BMG0210,ENTR BR-267/354/383,ACESSO NORTE BAEPENDI,291.1,297.2,6.1,PAV,,Caxambu,267BMG0210;354BMG0470;383BMG0190,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154571,267,MG,Eixo Principal,B,-,267BMG0230,ACESSO NORTE BAEPENDI,ENTR BR-267/354/383/ACESSO OESTE BAEPENDI (CAXAMBÚ),297.2,304.2,7,PAV,,Caxambu,267BMG0230;354BMG0490;383BMG0210,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154572,267,MG,Eixo Principal,B,-,267BMG0240,ENTR BR-267/354/383/ACESSO OESTE BAEPENDI (CAXAMBÚ),ENTR BR-267/383,304.2,310.3,6.1,PLA,,,267BMG0240;383BMG0220,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154573,267,MG,Eixo Principal,B,-,267BMG0250,ENTR BR-267/383,ACESSO CONCEIÇÃO DO RIO VERDE,310.3,327.6,17.3,PLA,,,267BMG0250,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154574,267,MG,Eixo Principal,B,-,267BMG0270,ACESSO CONCEIÇÃO DO RIO VERDE,ENTR BR-267/460,327.6,345,17.4,PLA,,,267BMG0270,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154575,267,MG,Eixo Principal,B,-,267BMG0290,ENTR BR-267/460,ENTR MG-167 (CAMBUQUIRA),345,354.2,9.2,PLA,,,267BMG0290,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154576,267,MG,Eixo Principal,B,-,267BMG0310,ENTR MG-167 (CAMBUQUIRA),CAMPANHA,354.2,366.1,11.9,PLA,,,267BMG0310,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154577,267,MG,Eixo Principal,B,-,267BMG0330,CAMPANHA,ENTR BR-267/381,366.1,373.2,7.1,PLA,,,267BMG0330,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154578,267,MG,Eixo Principal,B,-,267BMG0350,ENTR BR-267/381,MONSENHOR PAULO,373.2,386.2,13,PLA,,,267BMG0350,Estadual,,MG-267,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154579,267,MG,Eixo Principal,B,-,267BMG0360,MONSENHOR PAULO,AV.JOSÉ TEODORO CARVALHO E SILVA (CARVALHÓPOLIS),386.2,422.2,36,PLA,,,267BMG0360,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
154580,267,MG,Eixo Principal,B,-,267BMG0370,AV.JOSÉ TEODORO CARVALHO E SILVA (CARVALHÓPOLIS),ENTR MG-179/453 (MACHADO),422.2,435,12.8,PLA,,,267BMG0370,Estadual,,MG-267/179,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154581,267,MG,Eixo Principal,B,-,267BMG0390,ENTR MG-179/453 (MACHADO),ACESSO SERRANIA,435,451.5,16.5,PLA,,,267BMG0390,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154582,267,MG,Eixo Principal,B,-,267BMG0393,ACESSO SERRANIA,ENTR BR-146/267 (ACESSO SUL BANDEIRA DO SUL),451.5,499.1,47.6,PLA,,,267BMG0393,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154583,267,MG,Eixo Principal,B,Coinc,267BMG0400,ENTR BR-146/267 (ACESSO SUL BANDEIRA DO SUL),ENTR BR-146/267/459/MG-877 (ACESSO LESTE POÇOS DE CALDAS),499.1,510.8,11.7,PAV,,Passos,146BMG0290;267BMG0400,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
162428,267,MG,Eixo Principal,B,Coinc,267BMG0405,ENTR BR-146/267/459/MG-877 (ACESSO LESTE POÇOS DE CALDAS),INÍCIO TRECHO DUP (POÇOS DE CALDAS),510.8,513.3,2.5,PLA,,,146BMG0295;267BMG0405,Municipal,,Alienado,,Municipal,PLA,Planejada,PLA,Planejada,202507A,80,|
154585,267,MG,Eixo Principal,B,Coinc,267BMG0410,INÍCIO TRECHO DUP (POÇOS DE CALDAS),R. LUIZ CASSARO/DER (POÇOS DE CALDAS),513.3,518.8,5.5,PLA,,,146BMG0300;267BMG0410,Municipal,,Alienado,,Municipal,PLA,Planejada,PLA,Planejada,202507A,80,|
159921,267,MG,Eixo Principal,B,Coinc,267BMG0420,R. LUIZ CASSARO/DER (POÇOS DE CALDAS),ENTR BR-146/267 (POÇOS DE CALDAS),518.8,522.2,3.4,PLA,,,146BMG0302;267BMG0420,Estadual,,Alienado,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
154586,267,MG,Eixo Principal,B,-,267BMG0430,ENTR BR-146/267 (POÇOS DE CALDAS),DIV MG/SP,522.2,538.9,16.7,PLA,,,267BMG0430,Estadual,,Alienado,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
154617,267,MS,Eixo Principal,B,-,267BMS0870,DIV SP/MS (INÍCIO PONTE S/ RIO PARANÁ),FIM PONTE S/ RIO PARANÁ (PONTE M. JOPPERT),0,2.5,2.5,PAV,,Três Lagoas,267BMS0870,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154618,267,MS,Eixo Principal,B,-,267BMS0880,FIM PONTE S/ RIO PARANÁ (PONTE M. JOPPERT),INCÍO DA PISTA DUPLA,2.5,27.2,24.7,PAV,,Três Lagoas,267BMS0880,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154619,267,MS,Eixo Principal,B,-,267BMS0885,INCÍO DA PISTA DUPLA,FIM PISTA DUPLA (BATAGUASSU),27.2,30.2,3,DUP,,Três Lagoas,267BMS0885,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154620,267,MS,Eixo Principal,B,-,267BMS0890,FIM PISTA DUPLA (BATAGUASSU),ENTR MS-134 (CASA VERDE),30.2,123.8,93.6,PAV,,Três Lagoas,267BMS0890,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154621,267,MS,Eixo Principal,B,-,267BMS0910,ENTR MS-134 (CASA VERDE),FIM DUPLICAÇÃO (CASA VERDE),123.8,124.8,1,DUP,,Dourados,267BMS0910,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
160983,267,MS,Eixo Principal,B,-,267BMS0915,FIM DUPLICAÇÃO (CASA VERDE),ENTR MS-141 (P/ ANGÉLICA),124.8,135.6,10.8,PAV,,Dourados,267BMS0915,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154622,267,MS,Eixo Principal,B,-,267BMS0920,ENTR MS-141 (P/ ANGÉLICA),ENTR MS-145,135.6,189.2,53.6,PAV,,Dourados,267BMS0920,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154623,267,MS,Eixo Principal,B,-,267BMS0930,ENTR MS-145,ENTR MS-375 (ZUZU),189.2,222.9,33.7,PAV,,Dourados,267BMS0930,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154624,267,MS,Eixo Principal,B,-,267BMS0950,ENTR MS-375 (ZUZU),INÍCIO DUPLICAÇÃO (NOVA ALVORADA DO SUL),222.9,246.7,23.8,PAV,,Dourados,267BMS0950,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
160984,267,MS,Eixo Principal,B,-,267BMS0952,INÍCIO DUPLICAÇÃO (NOVA ALVORADA DO SUL),ENTR BR-163/267 (NOVA ALVORADA DO SUL),246.7,248.1,1.4,DUP,,Dourados,267BMS0952,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154625,267,MS,Eixo Principal,B,Coinc,267BMS0954,ENTR BR-163/267 (NOVA ALVORADA DO SUL),INÍCIO PONTE S/RIO VACARIA (AROEIRA),248.1,268.2,20.1,PAV,,Dourados,163BMS0360;267BMS0954,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
154626,267,MS,Eixo Principal,B,Coinc,267BMS0960,INÍCIO PONTE S/RIO VACARIA (AROEIRA),ENTR BR-163/267 (RIO BRILHANTE),268.2,289,20.8,PAV,,Dourados,163BMS0334;267BMS0960,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
154627,267,MS,Eixo Principal,B,-,267BMS0972,ENTR BR-163/267 (RIO BRILHANTE),ENTR MS-156,289,297,8,PAV,,Dourados,267BMS0972,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154628,267,MS,Eixo Principal,B,-,267BMS0975,ENTR MS-156,ENTR MS-470 (P/PIRAPORA),297,342.6,45.6,PAV,,Dourados,267BMS0975,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154630,267,MS,Eixo Principal,B,-,267BMS0980,ENTR MS-470 (P/PIRAPORA),ENTR MS-157 (P/ITAPORÃ),342.6,357.8,15.2,PAV,,Dourados,267BMS0980,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154631,267,MS,Eixo Principal,B,-,267BMS0985,ENTR MS-157 (P/ITAPORÃ),ENTR MS-162(A),357.8,360.6,2.8,PAV,,Dourados,267BMS0985,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154632,267,MS,Eixo Principal,B,-,267BMS0990,ENTR MS-162(A),INÍCIO DA PISTA DUPLA,360.6,361.3,0.7,PAV,,Dourados,267BMS0990,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154633,267,MS,Eixo Principal,B,-,267BMS0995,INÍCIO DA PISTA DUPLA,ENTR R. 11 DE JUNHO (ACESSO À MARACAJÚ),361.3,364.5,3.2,DUP,,Dourados,267BMS0995,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154634,267,MS,Eixo Principal,B,-,267BMS1000,ENTR R. 11 DE JUNHO (ACESSO À MARACAJÚ),FIM DA PISTA DUPLA (ENTR MS-162- CONTORNO MARACAJÚ),364.5,367.8,3.3,DUP,,Dourados,267BMS1000,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154635,267,MS,Eixo Principal,B,-,267BMS1010,FIM DA PISTA DUPLA (ENTR MS-162- CONTORNO MARACAJÚ),ENTR MS-164 (P/VISTA ALEGRE),367.8,395.3,27.5,PAV,,Dourados,267BMS1010,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154636,267,MS,Eixo Principal,B,-,267BMS1030,ENTR MS-164 (P/VISTA ALEGRE),ENTR MS-166 (POSTO POLACO),395.3,417,21.7,PAV,,Jardim,267BMS1030,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154637,267,MS,Eixo Principal,B,-,267BMS1050,ENTR MS-166 (POSTO POLACO),ENTR BR-060/267/419,417,469,52,PAV,,Jardim,267BMS1050,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154638,267,MS,Eixo Principal,B,Coinc,267BMS1052,ENTR BR-060/267/419,INÍCIO DUPLICAÇÃO (GUIA LOPES DA LAGUNA),469,473,4,PAV,,Jardim,060BMS0612;267BMS1052;419BMS0152,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154639,267,MS,Eixo Principal,B,Coinc,267BMS1060,INÍCIO DUPLICAÇÃO (GUIA LOPES DA LAGUNA),ENTR MS-382 (GUIA LOPES DA LAGUNA),473,476.6,3.6,DUP,,Jardim,060BMS0620;267BMS1060;419BMS0160,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154640,267,MS,Eixo Principal,B,Coinc,267BMS1070,ENTR MS-382 (GUIA LOPES DA LAGUNA),ENTR BR-060/267/419 (JARDIM),476.6,480.5,3.9,PAV,,Jardim,060BMS0630;267BMS1070;419BMS0170,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154641,267,MS,Eixo Principal,B,-,267BMS1090,ENTR BR-060/267/419 (JARDIM),ENTR MS-178 (P/BONITO),480.5,515.6,35.1,PAV,,Jardim,267BMS1090,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154642,267,MS,Eixo Principal,B,-,267BMS1110,ENTR MS-178 (P/BONITO),ENTR MS-472 (P/BELA VISTA),515.6,532.3,16.7,PAV,,Jardim,267BMS1110,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154643,267,MS,Eixo Principal,B,-,267BMS1115,ENTR MS-472 (P/BELA VISTA),INÍCIO PONTE S/RIO PERDIDO,532.3,604.6,72.3,PAV,,Jardim,267BMS1115,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154644,267,MS,Eixo Principal,B,-,267BMS1120,INÍCIO PONTE S/RIO PERDIDO,ENTR MS-384 (P/CARACOL),604.6,611.1,6.5,PAV,,Jardim,267BMS1120,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154645,267,MS,Eixo Principal,B,-,267BMS1122,ENTR MS-384 (P/CARACOL),ENTR MS-467,611.1,647.4,36.3,PAV,,Jardim,267BMS1122,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154646,267,MS,Eixo Principal,B,-,267BMS1130,ENTR MS-467,ACESSO LESTE PORTO MURTINHO,647.4,676.8,29.4,PAV,,Jardim,267BMS1130,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154647,267,MS,Eixo Principal,B,-,267BMS1145,ACESSO LESTE PORTO MURTINHO,FRONT BRASIL/PARAGUAI,676.8,691,14.2,LEN,EOI,Jardim,267BMS1145,Federal,,,,Federal,N_PAV,Em obra de Implantação,EOI,Leito Natural,202507A,80,|
154587,267,SP,Eixo Principal,B,-,267BSP0450,DIV MG/SP,ENTR SP-344 (P/VARGEM GRANDE DO SUL),0,27.7,27.7,PLA,,,267BSP0450,Estadual,,SP-215,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154588,267,SP,Eixo Principal,B,-,267BSP0465,ENTR SP-344 (P/VARGEM GRANDE DO SUL),ENTR SP-344,27.7,30,2.3,PLA,,,267BSP0465,Estadual,,SP-215,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154589,267,SP,Eixo Principal,B,-,267BSP0470,ENTR SP-344,ENTR BR-267/369/SP-340 (CASA BRANCA),30,50,20,PLA,,,267BSP0470,Estadual,,SP-215,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154590,267,SP,Eixo Principal,B,-,267BSP0490,ENTR BR-267/369/SP-340 (CASA BRANCA),ENTR SP-340/AV.JOSÉ BENI (CASA BRANCA),50,51.8,1.8,PLA,,,267BSP0490;369BSP0210,Estadual,,SP-215,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
