rodovia_br,uf,tipo_trecho,desc_coinc,cod,inicio ,fim ,km_inicial,km_final,extensao,superf_federal,obras,fed_coinc,administracao,ato_legal,estad_coinc,superf_estad_coinc,jurisdicao,superficie,unidade_local
230,PI,Contorno,-,230CPI5005,ENTR BR-230/316 (ACESSO LESTE CAMPO GRANDE DO PIAUÍ),ENTR PI-229,0,2.2,2.2,PLA,,230CPI5005,Federal,,,,Federal,PLA,
230,PI,Contorno,-,230CPI5010,ENTR PI-229,ENTR BR-230/316 (ACESSO OESTE CAMPO GRANDE DO PIAUÍ),2.2,3.4,1.2,PLA,,230CPI5010,Federal,,,,Federal,PLA,
230,PI,Contorno,-,230CPI6005,ENTR BR-230/343 (ACESSO LESTE FLORIANO),ENTR PI-140,0,8.4,8.4,PLA,,230CPI6005,Federal,,,,Federal,PLA,
230,PI,Contorno,-,230CPI6010,ENTR PI-140,ENTR BR-343 (ACESSO SUL FLORIANO),8.4,10.6,2.2,PLA,,230CPI6010,Federal,,,,Federal,PLA,
230,PI,Contorno,-,230CPI6015,ENTR BR-343 (ACESSO SUL FLORIANO),DIV PI/MA,10.6,17.8,7.2,PLA,,230CPI6015,Federal,,,,Federal,PLA,
230,PB,Anel,-,230NPB1005,ENTR PB-228 (ACESSO LESTE PATOS),ENTR PB-262 (ACESSO SUL PATOS),0,13.4,13.4,PLA,,230NPB1005,Federal,,,,Federal,PLA,
230,PB,Anel,-,230NPB1010,ENTR PB-262 (ACESSO SUL PATOS),ENTR BR-361 (ACESSO OESTE PATOS),13.4,22.7,9.3,PLA,,230NPB1010,Federal,,,,Federal,PLA,
230,PB,Anel,-,230NPB1015,ENTR BR-361 (ACESSO OESTE PATOS),ENTR BR-110 (ACESSO NOROESTE PATOS),22.7,30,7.3,PLA,,230NPB1015,Federal,,,,Federal,PLA,
230,PB,Anel,-,230NPB1020,ENTR BR-110 (ACESSO NOROESTE PATOS),ENTR PB-275,30,37.3,7.3,PLA,,230NPB1020,Federal,,,,Federal,PLA,
230,PB,Anel,-,230NPB1025,ENTR PB-275,ENTR PB-228 (ACESSO LESTE PATOS),37.3,42.9,5.6,PLA,,230NPB1025,Federal,,,,Federal,PLA,
230,PI,Anel,-,230NPI1005,ENTR BR-230/316 (ACESSO LESTE PICOS),ENTR BR-407/020 (ACESSO SUDESTE PICOS),0,6.2,6.2,PLA,,230NPI1005,Federal,,,,Federal,PLA,
230,PI,Anel,-,230NPI1010,ENTR BR-407/020 (ACESSO SUDESTE PICOS),ENTR PI-379,6.2,14.9,8.7,PLA,,230NPI1010,Federal,,,,Federal,PLA,
230,PI,Anel,-,230NPI1015,ENTR PI-379,ENTR BR-230/316 (ACESSO OESTE PICOS),14.9,24.4,9.5,PLA,,230NPI1015,Federal,,,,Federal,PLA,
230,PI,Anel,-,230NPI1020,ENTR BR-230/316 (ACESSO OESTE PICOS),ENTR PI-375,24.4,30.9,6.5,PLA,,230NPI1020,Federal,,,,Federal,PLA,
230,PI,Anel,-,230NPI1025,ENTR PI-375,ENTR BR-407/PI-238,30.9,39.1,8.2,PLA,,230NPI1025,Federal,,,,Federal,PLA,
230,PI,Anel,-,230NPI1030,ENTR BR-407/PI-238,ENTR BR-230/316 (ACESSO LESTE PICOS),39.1,49.3,10.2,PLA,,230NPI1030,Federal,,,,Federal,PLA,
232,PE,Acesso,-,232APE1005,ACESSO UFRPE - SERRA TALHADA,ESTAÇÃO EXPERIMENTAL DR LAURO BEZERRA,0,3.7,3.7,PAV,,232APE1005,Federal,,,,Federal,PAV,Salgueiro
232,PE,Eixo Principal,-,232BPE0010,INÍCIO PONTE S/RIO CAPIBARIBE-PONTE LIMA CASTRO (RECIFE),ENTR BR-101/232 (RECIFE),0,4.9,4.9,DUP,,232BPE0010,Federal,,,,Federal,PAV,Recife
232,PE,Eixo Principal,-,232BPE0015,ENTR BR-101/232 (RECIFE),ENTR BR-232/408 (VIADUTO DE ITAPACURA),4.9,10.4,5.5,DUP,,232BPE0015,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Recife
232,PE,Eixo Principal,-,232BPE0017,ENTR BR-232/408 (VIADUTO DE ITAPACURA),ENTR PE-020 (P/JABOATÃO),10.4,14.4,4,DUP,,232BPE0017,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Recife
232,PE,Eixo Principal,-,232BPE0020,ENTR PE-020 (P/JABOATÃO),ENTR PE-007 (P/MORENO),14.4,26.5,12.1,DUP,,232BPE0020,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Recife
232,PE,Eixo Principal,-,232BPE0030,ENTR PE-007 (P/MORENO),AV.HENRIQUE DE HOLANDA (ACESSO LESTE VITÓRIA DE STO ANTÃO),26.5,42.1,15.6,DUP,,232BPE0030,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Recife
232,PE,Eixo Principal,-,232BPE0050,AV.HENRIQUE DE HOLANDA (ACESSO LESTE VITÓRIA DE STO ANTÃO),ENTR PE-045 (VITÓRIA DE SANTO ANTÃO),42.1,44.8,2.7,DUP,,232BPE0050,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Recife
232,PE,Eixo Principal,-,232BPE0060,ENTR PE-045 (VITÓRIA DE SANTO ANTÃO),AV.HENRIQUE DE HOLANDA (ACESSO OESTE VITÓRIA DE STO ANTÃO),44.8,53.8,9,DUP,,232BPE0060,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Recife
232,PE,Eixo Principal,-,232BPE0065,AV.HENRIQUE DE HOLANDA (ACESSO OESTE VITÓRIA DE STO ANTÃO),ENTR PE-058 (POMBOS),53.8,58.5,4.7,DUP,,232BPE0065,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Recife
232,PE,Eixo Principal,-,232BPE0070,ENTR PE-058 (POMBOS),INÍCIO VARIANTE SERRA DAS RUSSAS (POMBOS),58.5,59.2,0.7,DUP,,232BPE0070,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Recife
232,PE,Eixo Principal,-,232BPE0075,INÍCIO VARIANTE SERRA DAS RUSSAS (POMBOS),ENTR PE-071 (P/CHÃ GRANDE),59.2,71.1,11.9,PAV,,232BPE0075,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Recife
232,PE,Eixo Principal,-,232BPE0090,ENTR PE-071 (P/CHÃ GRANDE),ENTR PE-078,71.1,76.8,5.7,DUP,,232BPE0090,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Caruaru
232,PE,Eixo Principal,-,232BPE0110,ENTR PE-078,ENTR PE-087 (GRAVATÁ),76.8,87.9,11.1,DUP,,232BPE0110,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Caruaru
232,PE,Eixo Principal,-,232BPE0120,ENTR PE-087 (GRAVATÁ),ENTR PE-097 (BEZERROS),87.9,99.4,11.5,DUP,,232BPE0120,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Caruaru
232,PE,Eixo Principal,-,232BPE0130,ENTR PE-097 (BEZERROS),ENTR PE-103 (P/BONITO),99.4,101.6,2.2,DUP,,232BPE0130,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Caruaru
232,PE,Eixo Principal,-,232BPE0140,ENTR PE-103 (P/BONITO),ENTR BR-104/232/423 (CARUARU),101.6,129.2,27.6,DUP,,232BPE0140,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Caruaru
232,PE,Eixo Principal,-,232BPE0150,ENTR BR-104/232/423 (CARUARU),ENTR BR-232/423 (SÃO CAETANO),129.2,147.3,18.1,DUP,,232BPE0150;423BPE0010,Federal,,,,Federal,PAV,Caruaru
232,PE,Eixo Principal,-,232BPE0170,ENTR BR-232/423 (SÃO CAETANO),FIM DUPLICAÇÃO,147.3,148.2,0.9,DUP,,232BPE0170,Federal,,,,Federal,PAV,Caruaru
232,PE,Eixo Principal,-,232BPE0180,FIM DUPLICAÇÃO,ENTR PE-144 (P/TACAIMBÓ),148.2,162.5,14.3,PAV,,232BPE0180,Federal,,,,Federal,PAV,Caruaru
232,PE,Eixo Principal,-,232BPE0190,ENTR PE-144 (P/TACAIMBÓ),ENTR PE-180 (BELO JARDIM),162.5,180.8,18.3,PAV,,232BPE0190,Federal,,,,Federal,PAV,Caruaru
232,PE,Eixo Principal,-,232BPE0210,ENTR PE-180 (BELO JARDIM),ENTR PE-217 (PESQUEIRA),180.8,211.7,30.9,PAV,,232BPE0210,Federal,,,,Federal,PAV,Caruaru
232,PE,Eixo Principal,-,232BPE0230,ENTR PE-217 (PESQUEIRA),ENTR BR-232/424 (ARCOVERDE),211.7,251.4,39.7,PAV,,232BPE0230,Federal,,,,Federal,PAV,Arcoverde
232,PE,Eixo Principal,-,232BPE0250,ENTR BR-232/424 (ARCOVERDE),ENTR PE-270 (P/BUÍQUE),251.4,251.7,0.3,PAV,,232BPE0250,Federal,,,,Federal,PAV,Arcoverde
232,PE,Eixo Principal,-,232BPE0260,ENTR PE-270 (P/BUÍQUE),ENTR BR-110/232 (CRUZEIRO DO NORDESTE),251.7,277.4,25.7,PAV,,232BPE0260,Federal,,,,Federal,PAV,Arcoverde
232,PE,Eixo Principal,-,232BPE0270,ENTR BR-110/232 (CRUZEIRO DO NORDESTE),ENTR PE-280 (P/SERTÂNIA),277.4,324.1,46.7,PAV,,232BPE0270,Federal,,,,Federal,PAV,Arcoverde
232,PE,Eixo Principal,-,232BPE0290,ENTR PE-280 (P/SERTÂNIA),ENTR PE-310/312 (CUSTÓDIA),324.1,330.7,6.6,PAV,,232BPE0290,Federal,,,,Federal,PAV,Arcoverde
232,PE,Eixo Principal,-,232BPE0300,ENTR PE-310/312 (CUSTÓDIA),ENTR BR-232/426/PE-340 (SÍTIO DOS NUNES),330.7,356,25.3,PAV,,232BPE0300,Federal,,,,Federal,PAV,Arcoverde
232,PE,Eixo Principal,-,232BPE0310,ENTR BR-232/426/PE-340 (SÍTIO DOS NUNES),ENTR PE-390 (P/FLORESTA),356,402.5,46.5,PAV,,232BPE0310,Federal,,,,Federal,PAV,Arcoverde
232,PE,Eixo Principal,-,232BPE0330,ENTR PE-390 (P/FLORESTA),ENTR PE-320 (P/FLÔRES),402.5,404.9,2.4,PAV,,232BPE0330,Federal,,,,Federal,PAV,Arcoverde
232,PE,Eixo Principal,-,232BPE0350,ENTR PE-320 (P/FLÔRES),ENTR PE-365 (SERRA TALHADA),404.9,408.7,3.8,PAV,,232BPE0350,Federal,,,,Federal,PAV,Arcoverde
232,PE,Eixo Principal,-,232BPE0360,ENTR PE-365 (SERRA TALHADA),ENTR PE-418,408.7,413.1,4.4,PAV,,232BPE0360,Federal,,,,Federal,PAV,Salgueiro
232,PE,Eixo Principal,-,232BPE0370,ENTR PE-418,ENTR PE-414,413.1,425.1,12,PAV,,232BPE0370,Federal,,,,Federal,PAV,Salgueiro
232,PE,Eixo Principal,-,232BPE0390,ENTR PE-414,ENTR PE-430 (BOM NOME),425.1,449.3,24.2,PAV,,232BPE0390,Federal,,,,Federal,PAV,Salgueiro
232,PE,Eixo Principal,-,232BPE0400,ENTR PE-430 (BOM NOME),ENTR PE-423 (P/MIRANDIBA),449.3,458.6,9.3,PAV,,232BPE0400,Federal,,,,Federal,PAV,Salgueiro
232,PE,Eixo Principal,-,232BPE0410,ENTR PE-423 (P/MIRANDIBA),ENTR PE-450 (P/VERDEJANTE),458.6,489.4,30.8,PAV,,232BPE0410,Federal,,,,Federal,PAV,Salgueiro
232,PE,Eixo Principal,-,232BPE0420,ENTR PE-450 (P/VERDEJANTE),ENTR BR-116/232/361 (SALGUEIRO),489.4,508.6,19.2,PAV,,232BPE0420,Federal,,,,Federal,PAV,Salgueiro
232,PE,Eixo Principal,-,232BPE0430,ENTR BR-116/232/361 (SALGUEIRO),ENTR PE-507 (P/SERRITA),508.6,517.8,9.2,PAV,,232BPE0430,Federal,,,,Federal,PAV,Salgueiro
232,PE,Eixo Principal,-,232BPE0435,ENTR PE-507 (P/SERRITA),ENTR PE-483 (P/UMÃS),517.8,523.9,6.1,PAV,,232BPE0435,Federal,,,,Federal,PAV,Salgueiro
232,PE,Eixo Principal,-,232BPE0440,ENTR PE-483 (P/UMÃS),ENTR PE-499 (P/TERRA NOVA),523.9,543.1,19.2,PAV,,232BPE0440,Federal,,,,Federal,PAV,Salgueiro
232,PE,Eixo Principal,-,232BPE0450,ENTR PE-499 (P/TERRA NOVA),ENTR BR-232/316 (PARNAMIRIM),543.1,558.7,15.6,PAV,,232BPE0450,Federal,,,,Federal,PAV,Salgueiro
232,PE,Variante,-,232VPE1005,ENTR PE-071 (P/CHÃ GRANDE),INÍCIO VARIANTE SERRA DAS RUSSAS (POMBOS),0,9.2,9.2,PAV,,232VPE1005,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Recife
235,BA,Acesso,-,235ABA1005,ACESSO LESTE CANCHÉ,CANCHÉ (ACESSO I),0,0.6,0.6,PAV,,235ABA1005,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Acesso,-,235ABA1205,ACESSO OESTE CANCHÉ,CANCHÉ (ACESSO II),0,0.4,0.4,PAV,,235ABA1205,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Acesso,-,235ABA2005,ACESSO NORTE CANUDOS,PISTA DUPLA CANUDOS,0,1.5,1.5,PAV,,235ABA2005,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Acesso,-,235ABA2205,ACESSO SUL CANUDOS,CANUDOS,0,1.4,1.4,PAV,,235ABA2205,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Acesso,-,235ABA3005,ACESSO LESTE UAUÁ,ACESSO LESTE UAUÁ,0,0.4,0.4,PAV,,235ABA3005,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Acesso,-,235ABA3205,ACESSO OESTE UAUÁ,ACESSO OESTE UAUÁ,0,1,1,PAV,,235ABA3205,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0190,DIV SE/BA,ENTR BA-084 (P/ CORONEL JOÃO SÁ),0,16.3,16.3,PAV,,235BBA0190,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Eixo Principal,-,235BBA0192,ENTR BA-084 (P/ CORONEL JOÃO SÁ),ENTR BA-386 (P/ PEDRO ALEXANDRE),16.3,38,21.7,PAV,,235BBA0192,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Eixo Principal,-,235BBA0194,ENTR BA-386 (P/ PEDRO ALEXANDRE),ENTR BR-110/235 (ACESSO SUL JEREMOABO),38,75.7,37.7,PAV,,235BBA0194,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Eixo Principal,-,235BBA0210,ENTR BR-110/235 (ACESSO SUL JEREMOABO),ACESSO LESTE CANCHÉ,75.7,152.6,76.9,PAV,,235BBA0210,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Eixo Principal,-,235BBA0220,ACESSO LESTE CANCHÉ,ACESSO OESTE CANCHÉ,152.6,154.2,1.6,PAV,,235BBA0220,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Eixo Principal,-,235BBA0225,ACESSO OESTE CANCHÉ,ACESSO NORTE CANUDOS,154.2,166.3,12.1,PAV,,235BBA0225,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Eixo Principal,-,235BBA0230,ACESSO NORTE CANUDOS,ENTR BR-116/235 (BENDENGÓ),166.3,187.6,21.3,PAV,,235BBA0230,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Eixo Principal,-,235BBA0240,ENTR BR-116/235 (BENDENGÓ),ACESSO LESTE UAUÁ,187.6,225.4,37.8,PAV,,235BBA0240,Federal,,,,Federal,PAV,Euclides da Cunha
235,BA,Eixo Principal,-,235BBA0250,ACESSO LESTE UAUÁ,ENTR BA-120 (P/POÇO DE FORA),225.4,267.4,42,PAV,,235BBA0250,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0254,ENTR BA-120 (P/POÇO DE FORA),FIM PONTE (PINHÕES),267.4,276.4,9,PAV,,235BBA0254,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0260,FIM PONTE (PINHÕES),ENTR BR-122/235/407/423 (MERCADO DO PRODUTOR/JUAZEIRO),276.4,347.4,71,PAV,,235BBA0260,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0262,ENTR BR-122/235/407/423 (MERCADO DO PRODUTOR/JUAZEIRO),ENTR BR-122/235/407 (JUAZEIRO),347.4,350,2.6,PAV,,235BBA0262,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,Coinc,235BBA0267,ENTR BR-122/235/407 (JUAZEIRO),ENTR BR-122/235/407/428  (FIM PONTE S/RIO SÃO FRANCISCO - JUAZEIRO) (DIV PE/BA),350,351.8,1.8,PAV,,122BBA0381;235BBA0267;407BBA0280,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0300,DIV PE/BA,CASA NOVA,351.8,388.8,37,PAV,,235BBA0300,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0310,CASA NOVA,ENTR BA-722 (P/ PAU-A-PIQUE),388.8,465.5,76.7,PAV,,235BBA0310,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0320,ENTR BA-722 (P/ PAU-A-PIQUE),ENTR BA-723 (P/ BEM-BOM),465.5,499.2,33.7,PAV,,235BBA0320,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0322,ENTR BA-723 (P/ BEM-BOM),ENTR BR-235/324 (P/REPRESA SOBRADINHO),499.2,531.4,32.2,PAV,,235BBA0322,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0325,ENTR BR-235/324 (P/REPRESA SOBRADINHO),ENTR BR-235/324 (REMANSO),531.4,533.2,1.8,PAV,,235BBA0325;324BBA0155,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0330,ENTR BR-235/324 (REMANSO),ENTR BA-161,533.2,548.4,15.2,PAV,,235BBA0330,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0340,ENTR BA-161,DISTRITO DE ANGICO,548.4,608,59.6,PAV,,235BBA0340,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0345,DISTRITO DE ANGICO,ENTR BR-020/235 (CAMPO ALEGRE DE LOURDES),608,642.6,34.6,PAV,,235BBA0345,Federal,,,,Federal,PAV,Senhor do Bonfim
235,BA,Eixo Principal,-,235BBA0350,ENTR BR-020/235 (CAMPO ALEGRE DE LOURDES),DIV BA/PI,642.6,673.7,31.1,PLA,,235BBA0350,Federal,,,,Federal,PLA,
235,MA,Eixo Principal,-,235BMA0450,RIO PARNAÍBA (DIV PI/MA),RIO DAS BALSAS,0,92,92,PLA,,235BMA0450,Federal,,,,Federal,PLA,
235,MA,Eixo Principal,-,235BMA0455,RIO DAS BALSAS,DIV MA/TO,92,110.5,18.5,PLA,,235BMA0455,Federal,,,,Federal,PLA,
235,PE,Eixo Principal,Coinc,235BPE0270,ENTR BR-122/235/407/428  (FIM PONTE S/RIO SÃO FRANCISCO - JUAZEIRO) (DIV PE/BA),INÍCIO PONTE S/RIO SÃO FRANCISCO (PETROLINA),0,0.8,0.8,PAV,,122BPE0370;235BPE0270;407BPE0270;428BPE0070,Federal,,,,Federal,PAV,Petrolina
235,PE,Eixo Principal,Coinc,235BPE0275,INÍCIO PONTE S/RIO SÃO FRANCISCO (PETROLINA),ENTR BR-122/235/407/428 (PETROLINA),0.8,4,3.2,PAV,,122BPE0365;235BPE0275;407BPE0260;428BPE0065,Federal,,,,Federal,PAV,Petrolina
235,PE,Eixo Principal,-,235BPE0280,ENTR BR-122/235/407/428 (PETROLINA),ENTR BR-235/407,4,6,2,PAV,,235BPE0280;407BPE0255,Federal,,,,Federal,PAV,Petrolina
235,PE,Eixo Principal,-,235BPE0290,ENTR BR-235/407,ENTR ACESSO AEROPORTO,6,9.5,3.5,PLA,,235BPE0290,Estadual,,Alienado,DUP,Estadual,PLA,
235,PE,Eixo Principal,-,235BPE0292,ENTR ACESSO AEROPORTO,DIV PE/BA,9.5,28.1,18.6,PLA,,235BPE0292,Estadual,,Alienado,PAV,Estadual,PLA,
235,PI,Eixo Principal,-,235BPI0370,DIV BA/PI,ACESSO SUL CARACOL,0,10.9,10.9,PAV,,235BPI0370,Federal,,,,Federal,PAV,Floriano
235,PI,Eixo Principal,-,235BPI0390,ACESSO SUL CARACOL,ACESSSO A GUARIBAS,10.9,67.6,56.7,IMP,EOP,235BPI0390,Federal,,,,Federal,N_PAV,Floriano
235,PI,Eixo Principal,-,235BPI0395,ACESSSO A GUARIBAS,FIM DA PAVIMENTAÇÃO,67.6,93,25.4,IMP,EOP,235BPI0395,Federal,,,,Federal,N_PAV,Floriano
235,PI,Eixo Principal,-,235BPI0400,FIM DA PAVIMENTAÇÃO,ENTR BR-135/235/330 (BOM JESUS),93,152.2,59.2,PLA,,235BPI0400,Federal,,,,Federal,PLA,
235,PI,Eixo Principal,Coinc,235BPI0410,ENTR BR-135/235/330 (BOM JESUS),ENTR BR-135/235/330/PI-257 (P/REDENÇÃO DO GURGÉIA),152.2,210.9,58.7,PAV,,135BPI0450;235BPI0410;330BPI0070,Federal,,,,Federal,PAV,Floriano
235,PI,Eixo Principal,Coinc,235BPI0412,ENTR BR-135/235/330/PI-257 (P/REDENÇÃO DO GURGÉIA),MONTE ALEGRE DO PIAUÍ,210.9,307.2,96.3,PAV,,135BPI0470;235BPI0412,Federal,,,,Federal,PAV,Floriano
235,PI,Eixo Principal,Coinc,235BPI0415,MONTE ALEGRE DO PIAUÍ,ENTR BR-135/235 (ACESSO SUL MONTE ALEGRE DO PIAUÍ),307.2,310,2.8,PAV,,135BPI0475;235BPI0415,Federal,,,,Federal,PAV,Floriano
235,PI,Eixo Principal,-,235BPI0417,ENTR BR-135/235 (ACESSO SUL MONTE ALEGRE DO PIAUÍ),ACESSO BOQUEIRÃO,310,323,13,PAV,,235BPI0417,Federal,,,,Federal,PAV,Floriano
235,PI,Eixo Principal,-,235BPI0419,ACESSO BOQUEIRÃO,MATAS,323,400.5,77.5,PAV,,235BPI0419,Federal,,,,Federal,PAV,Floriano
235,PI,Eixo Principal,-,235BPI0420,MATAS,ENTR PI-254 (SANTA FILOMENA),400.5,437.2,36.7,PAV,,235BPI0420,Federal,,,,Federal,PAV,Floriano
235,PI,Eixo Principal,-,235BPI0430,ENTR PI-254 (SANTA FILOMENA),RIO PARNAÍBA (DIV PI/MA),437.2,440.2,3,PAV,,235BPI0430,Federal,,,,Federal,PAV,Floriano
235,SE,Eixo Principal,-,235BSE0005,LARGO LEITE NETO (ARACAJU),ENTR SE-090 (ARACAJU),0,1.7,1.7,DUP,,235BSE0005,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,-,235BSE0010,ENTR SE-090 (ARACAJU),ENTR BR-101/235/349 (ACESSO OESTE ARACAJÚ),1.7,6.2,4.5,DUP,,235BSE0010,Federal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,Coinc,235BSE0030,ENTR BR-101/235/349 (ACESSO OESTE ARACAJÚ),ENTR BR-101/235/349/AV.DR.LAURO PORTO(P/ARACAJU),6.2,8.3,2.1,DUP,,101BSE1210;235BSE0030;349BSE0225,Federal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,-,235BSE0050,ENTR BR-101/235/349/AV.DR.LAURO PORTO(P/ARACAJU),ENTR SE-160 (P/ LARANJEIRAS),8.3,26.3,18,PAV,,235BSE0050,Federal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,-,235BSE0060,ENTR SE-160 (P/ LARANJEIRAS),ACESSO POVOADO MANGUEIRA,26.3,43.6,17.3,PAV,,235BSE0060,Federal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,-,235BSE0065,ACESSO POVOADO MANGUEIRA,ENTR SE-170 (ITABAIANA),43.6,51.5,7.9,PAV,,235BSE0065,Federal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,-,235BSE0070,ENTR SE-170 (ITABAIANA),AV.MANOEL ANTÔNIO DOS SANTOS (ITABAIANA),51.5,52.7,1.2,PAV,,235BSE0070,Federal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,-,235BSE0090,AV.MANOEL ANTÔNIO DOS SANTOS (ITABAIANA),ENTR SE-175 (P/RIBEIRÓPOLIS),52.7,63.5,10.8,PAV,,235BSE0090,Federal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,-,235BSE0110,ENTR SE-175 (P/RIBEIRÓPOLIS),ENTR SE-453 (MOCAMBO),63.5,83.3,19.8,PAV,,235BSE0110,Federal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,-,235BSE0130,ENTR SE-453 (MOCAMBO),ENTR SE-331 (P/ PINHÃO),83.3,85.4,2.1,PAV,,235BSE0130,Federal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,-,235BSE0150,ENTR SE-331 (P/ PINHÃO),ENTR SE-179 (CARIRA),85.4,109.2,23.8,PAV,,235BSE0150,Federal,,,,Federal,PAV,Aracaju
235,SE,Eixo Principal,-,235BSE0170,ENTR SE-179 (CARIRA),DIV SE/BA,109.2,114.4,5.2,PAV,,235BSE0170,Federal,,,,Federal,PAV,Aracaju
242,BA,Eixo Principal,-,242BBA0005,ENTR BA-420 (SÃO ROQUE DO PARAGUAÇU),ENTR BA-534,0,4.8,4.8,PLA,,242BBA0005,Federal,,,,Federal,PLA,
242,BA,Eixo Principal,-,242BBA0010,ENTR BA-534,ENTR BR-242/420/BA-534 (P/SALINAS DA MARGARIDA),4.8,31.7,26.9,PLA,,242BBA0010,Estadual,,BA-534,PAV,Estadual,PLA,
242,BA,Eixo Principal,-,242BBA0015,ENTR BR-242/420/BA-534 (P/SALINAS DA MARGARIDA),ENTR BA-514 (P/SÃO ROQUE DO PARAGUAÇU),31.7,45.6,13.9,PLA,,242BBA0015;420BBA0145,Estadual,,BA-001,PAV,Estadual,PLA,
242,BA,Eixo Principal,-,242BBA0025,ENTR BA-514 (P/SÃO ROQUE DO PARAGUAÇU),ENTR BA-001/046 (NAZARÉ),45.6,57.7,12.1,PLA,,242BBA0025;420BBA0155,Estadual,,BA-001,PAV,Estadual,PLA,
242,BA,Eixo Principal,-,242BBA0035,ENTR BA-001/046 (NAZARÉ),ACESSO LESTE SANTO ANTÔNIO DE JESUS,57.7,84.6,26.9,PLA,,242BBA0035;420BBA0165,Estadual,,BA-046,PAV,Estadual,PLA,
242,BA,Eixo Principal,-,242BBA0055,ACESSO LESTE SANTO ANTÔNIO DE JESUS,ENTR BR-101/242/420/BA-046 (SANTO ANTÔNIO DE JESUS),84.6,88.5,3.9,PLA,,242BBA0055;420BBA0175,Estadual,,BA-046,PAV,Estadual,PLA,
242,BA,Eixo Principal,-,242BBA0060,ENTR BR-101/242/420/BA-046 (SANTO ANTÔNIO DE JESUS),ENTR BA-120/495 (CASTRO ALVES),88.5,116.5,28,PLA,,242BBA0060,Federal,,,,Federal,PLA,
242,BA,Eixo Principal,-,242BBA0065,ENTR BA-120/495 (CASTRO ALVES),ENTR BR-116/242,116.5,138.8,22.3,PLA,,242BBA0065,Estadual,,BA-120,PAV,Estadual,PLA,
242,BA,Eixo Principal,Coinc,242BBA0070,ENTR BR-116/242,ENTR BR-116/242 (PARAGUAÇU),138.8,140.1,1.3,PAV,,116BBA0770;242BBA0070,Federal,,,,Federal,PAV,Jequié
